state,name,agency,type,notes
Pennsylvania,Brittany Howell,Pennsylvania Game Commission,state,
Pennsylvania,Timothy Klinger,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Travis Lau,Pennsylvania Game Commission,state,
Pennsylvania,Lori Neely,Pennsylvania Game Commission,state,
Pennsylvania,Joe Neville,Pennsylvania Game Commission,state,
Pennsylvania,Steve Smith,Pennsylvania Game Commission,state,
Pennsylvania,Rachel Fovargue,University of Tennessee,school,
Pennsylvania,Jackie Kramer,National Park Service,federal,
Pennsylvania,Erik Osnas,US Geological Survey USGS,federal,
Pennsylvania,Gary Smith,Natural Resources Conservation Service NRCS,federal,
Pennsylvania,Russ Burman,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Kierstin Carlson,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,Elisabeth Crisfield,Pennsylvania Game Commission,state,
Pennsylvania,Chuck Druery,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Kathy Gipe,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,Terry Heckrote,Pennsylvania Game Commission,state,
Pennsylvania,Philip Hoskins-Helms,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Steve Mack,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,John Shero,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,David Till,Pennsylvania Game Commission,state,
Pennsylvania,Timothy Wallace,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Nicolas Calderelli,Pennsylvania Game Commission,state,
Pennsylvania,Joan DeHart,Pennsylvania Game Commission,state,
Pennsylvania,Teresa Erdman,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Andrea Evans,Pennsylvania Game Commission,state,
Pennsylvania,Larry Furlong,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Doug Gross,Pennsylvania Game Commission,state,
Pennsylvania,Amanda Hershey,Pennsylvania Game Commission,state,
Pennsylvania,Hal Korber,Pennsylvania Game Commission,state,
Pennsylvania,Steve Kralik,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Ben Lorson,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Denise Malone,Pennsylvania Game Commission,state,
Pennsylvania,Eric Miller,Pennsylvania Game Commission,state,
Pennsylvania,Chuck Murray,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Jason Raup,Pennsylvania Game Commission,state,
Pennsylvania,Michael Reeder,Pennsylvania Game Commission,state,
Pennsylvania,Mackenzie Ridgway,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Laurie Shepler,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Tom Shervinskie,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Randy Shoup,Pennsylvania Game Commission,state,
Pennsylvania,Sherri Spizzirri,Pennsylvania Game Commission,state,
Pennsylvania,John Taucher,Pennsylvania Game Commission,state,
Pennsylvania,Josh Tryninewski,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Greg Turner,Pennsylvania Game Commission,state,
Pennsylvania,Bob Aeppli,Purple Martin Conservation Society,ngo-nongame,
Pennsylvania,Joe Siegrist,Purple Martin Conservation Society,ngo-nongame,
Pennsylvania,Patti Barber,Pennsylvania Game Commission,state,
Pennsylvania,Rich Fritzky,Pennsylvania Game Commission,state,
Pennsylvania,Molly Giles,Pennsylvania Game Commission,state,
Pennsylvania,Christopher Goguen,Penn State University,school,
Pennsylvania,Laurie Goodrich,Hawk Mountain Sanctuary,ngo-nongame,
Pennsylvania,Ian Gregg,Pennsylvania Game Commission,state,
Pennsylvania,Kevin Jacobs,Pennsylvania Game Commission,state,
Pennsylvania,Kathy Korber,Pennsylvania Game Commission,state,
Pennsylvania,Terry Master,East Stroudsburg University,school,
Pennsylvania,Art McMorris,Pennsylvania Game Commission,state,
Pennsylvania,Dan Mummert,Pennsylvania Game Commission,state,
Pennsylvania,Bob Ross,US Geological Survey USGS,federal,
Pennsylvania,Darryl Speicher,Pocono Avian Research Center,ngo-nongame,
Pennsylvania,Jackie Speicher,Pocono Avian Research Center,ngo-nongame,
Pennsylvania,Scott Stoleson,US Forest Service USFS,federal,
Pennsylvania,Jeff Stratford,Wilkes College,school,
Pennsylvania,Kim Van Fleet,Dickinson College,school,
Pennsylvania,Lisa Williams,Pennsylvania Game Commission,state,
Pennsylvania,Andy Wilson,Gettysburg College,school,
Pennsylvania,Emily Boyd,Pennsylvania Game Commission,state,
Pennsylvania,Charlie Eichelberger,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,Lindsey Heffernan,Pennsylvania Game Commission,state,
Pennsylvania,Mike Scafini,Pennsylvania Game Commission,state,
Pennsylvania,Mike Steele,Wilkes University,school,
Pennsylvania,Sandy Whidden,East Stroudsburg University,school,
Pennsylvania,Joe Wisgo,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,Brandon Ruhe,Mid-Atlantic Center for Herpetology and Conservation,ngo-nongame,
Pennsylvania,Doug Fischer,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Mark Haffley,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Dave Kristine,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Greg Murphy,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Daryl Pierce,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Todd Katzner,West Virginia University,school,
Pennsylvania,Steven Latta,National Aviary,ngo-nongame,
Pennsylvania,Matt Marshall,National Park Service,federal,
Pennsylvania,Robert Mulvihill,Audubon Society of Western Pennsylvania,ngo-nongame,
Pennsylvania,Aura Stauffer,Pennsylvania Department of Conservation and Natural Resources,state,
Pennsylvania,Denise Watts,Pennsylvania Natural Heritage Program,state,
Pennsylvania,Calvin Butchkoski,Pennsylvania Game Commission,state,
Pennsylvania,Cassandra Butterworth,Pennsylvania State University,school,
Pennsylvania,Joseph Duchamp,Indiana University of Pennsylvania,school,
Pennsylvania,Michael Gannon,Pennsylvania State University,school,
Pennsylvania,Thomas Hardisky,Pennsylvania Game Commission,state,
Pennsylvania,Ralph Harnishfege,Lock Haven University,school,
Pennsylvania,James Hart,Wildlife Specialists LLC,business,
Pennsylvania,Jerry Hassinger,Pennsylvania Game Commission,state,
Pennsylvania,Reginald Hoyt,Delaware Valley College,school,
Pennsylvania,Carlos Iudica,Susquehanna University,school,
Pennsylvania,Gary Kwiecinski,University of Scranton,school,
Pennsylvania,Carolyn Mahan,Pennsylvania State University,school,
Pennsylvania,Suzanne McLaren,Carnegie Museum of Natural History,ngo-nongame,
Pennsylvania,DeeAnn Reeder,Bucknell University,school,
Pennsylvania,Keely Roen,Pennsylvania State University,school,
Pennsylvania,Brent Sewall,Temple University,school,
Pennsylvania,Michael Steele,Wilkes University,school,
Pennsylvania,Howard Whidden,East Stroudsburg University,school,
Pennsylvania,David Zegers,Millersville University,school,
Pennsylvania,Julie Zeygus,Indiana University of Pennsylvania,school,
Pennsylvania,Howard Reinert,College of New Jersey,school,
Pennsylvania,April Claus,Interactive Environmental Programs,ngo-nongame,
Pennsylvania,David Cundall,Lehigh University,school,
Pennsylvania,Stan Kotala,Juniata Valley Audubon,ngo-nongame,
Pennsylvania,Richard Koval,WNEP TV and The Pocono Record,business,
Pennsylvania,Thomas LaDuke,East Stroudsburg University,school,
Pennsylvania,Timothy Maret,Shippensburg University,school,
Pennsylvania,Clyde Peeling,Clyde Peelings Reptiland,business,
Pennsylvania,Tom Pluto,Pluto Ecological Consulting,business,
Pennsylvania,Rick Relyea,University of Pittsburgh,school,
Pennsylvania,Gian Rocco,Pennsylvania State University,school,
Pennsylvania,David Argent,California University of Pennsylvania,school,
Pennsylvania,Richard Horwitz,Drexel University,school,
Pennsylvania,Brady Porter,Duquesne University,school,
Pennsylvania,Richard Spear,Pennsylvania Department of Environmental Protection,state,
Pennsylvania,Jay Stauffer,Pennsylvania State University,school,
Pennsylvania,Betsy Leppo,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,Mary Walsh,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,Bob Anderson,US Fish and Wildlife Service USFWS,federal,
Pennsylvania,Tom Barr,University of Kentucky,school,
Pennsylvania,Art Bogan,North Carolina Museum of Natural Sciences,ngo-nongame,
Pennsylvania,Daniel Bogar,Pennsylvania Department of Environmental Protection,state,
Pennsylvania,Ben Coulter,"Natural History Museum, Tom Ridge Environmental Center",ngo-nongame,
Pennsylvania,David Culver,American University,school,
Pennsylvania,Bob Davidson,Carnegie Museum of Natural History,ngo-nongame,
Pennsylvania,Rob Dillon,College of Charleston,school,
Pennsylvania,Jane Earle,Pennsylvania Department of Environmental Protection,state,
Pennsylvania,Daniel Fong,American University,school,
Pennsylvania,David Funk,Stroud Water Research Center,ngo-nongame,
Pennsylvania,Karl Gardner,Pennsylvania Natural Heritage Program,state,
Pennsylvania,Jim Hoyson,Pennsylvania Natural Heritage Program,state,
Pennsylvania,Steve Johnson,Pennsylvania Natural Heritage Program,state,
Pennsylvania,Rick Koval,WNEP TV and The Pocono Record,business,
Pennsylvania,Curt Lehman,Butterflies and Moths of North America,ngo-nongame,
Pennsylvania,Mark Lethaby,"Natural History Museum, Tom Ridge Environmental Center",ngo-nongame,
Pennsylvania,David Lieb,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,Ed Masteller,Pennsylvania State University,school,
Pennsylvania,Jerry McWilliams,"Natural History Museum, Tom Ridge Environmental Center",ngo-nongame,
Pennsylvania,Daniel Otte,Drexel University,school,
Pennsylvania,Tim Pearce,Carnegie Museum of Natural History,ngo-nongame,
Pennsylvania,John Rawlins,Carnegie Museum of Natural History,ngo-nongame,
Pennsylvania,David Rebuck,Pennsylvania Department of Environmental Protection,state,
Pennsylvania,Jason Ryndock,Pennsylvania Department of Conservation and Natural Resources,state,
Pennsylvania,Dale Schweitzer,NatureServe,business,
Pennsylvania,Joe Sheldon,Messiah College,school,
Pennsylvania,Clark Shiffer,Pennsylvania Fish and Boat Commission,state,
Pennsylvania,Sam Smith,Pennsylvania Natural Heritage Program,state,
Pennsylvania,Mark Swartz,Pennsylvania Department of Military and Veterans Affairs,state,
Pennsylvania,Jason Weintraub,Drexel University,school,
Pennsylvania,Hal White,University of Delaware,school,
Pennsylvania,Nevin Welte,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,Pete Woods,Western Pennsylvania Conservancy,ngo-nongame,
Pennsylvania,David Wright,Atlas of Pennsylvania Butterflies,ngo-nongame,
Pennsylvania,Chen Young,Carnegie Museum of Natural History,ngo-nongame,
Rhode Island,Scott Comings,The Nature Conservancy,ngo-nongame,
Rhode Island,John O'Brien,The Nature Conservancy,ngo-nongame,
Rhode Island,Jay Osenkowski,Rhode Island Department of Environmental Management,state,
Rhode Island,Chris Raithel,Rhode Island Department of Environmental Management,state,
Rhode Island,Sue Kiernan,Rhode Island Department of Environmental Management,state,
Rhode Island,Catherine Sparks,Rhode Island Department of Environmental Management,state,
Rhode Island,Peter Paton,University of Rhode Island,school,
Rhode Island,Karen Terwilliger,Terwilliger Consulting,business,
Rhode Island,Amanda Freitas,Rhode Island Natural History Survey,ngo-nongame,
Rhode Island,Tom Epstein,Rhode Island Department of Environmental Management,state,
Rhode Island,Gail Mastrati,Rhode Island Department of Environmental Management,state,
Rhode Island,Jen West,Narragansett Bay National Estuarine Research Reserve,federal,
Rhode Island,Scott Williams,University of Rhode Island,school,
Rhode Island,Shai Mitra,The City University of New York,school,
Rhode Island,Alan Libby,Rhode Island Department of Environmental Management,state,
Rhode Island,Chris Littlefield,The Nature Conservancy,ngo-nongame,
Rhode Island,Jason McNamee,Rhode Island Department of Environmental Management,state,
Rhode Island,Chris Powell,Atlantic Coast Fish Habitat Partnership Committee,ngo-nongame,
Rhode Island,John Torgan,The Nature Conservancy,ngo-nongame,
Rhode Island,Nancy Karraker,University of Rhode Island,school,
Rhode Island,Julie Victoria,Terwilliger Consulting,business,
Rhode Island,Charlie Brown,Rhode Island Department of Environmental Management,state,
Rhode Island,Steven Brown,The Nature Conservancy,ngo-nongame,
Rhode Island,Ginger Brown,Consultant,independent,
Rhode Island,Katie DeGoosh,Rhode Island Department of Environmental Management,state,
Rhode Island,Dennis Erkan,Rhode Island Department of Environmental Management,state,
Rhode Island,David Gregg,Rhode Island Natural History Survey,ngo-nongame,
Rhode Island,Anne Kuhn,Environmental Protection Agency,federal,
Rhode Island,Marc Mello,Lloyd Center for Environmental Studies,ngo-nongame,
Rhode Island,Richard Satchwill,Rhode Island Department of Environmental Management,state,
Rhode Island,Marty Wencek,Rhode Island Department of Environmental Management,state,
Rhode Island,Tom Husband,University of Rhode Island,school,
Rhode Island,Robert Kenney,University of Rhode Island,school,
Rhode Island,Suzanne Paton,US Fish and Wildlife Service USFWS,federal,
Rhode Island,Brian Tefft,Rhode Island Department of Environmental Management,state,
Rhode Island,Peter August,University of Rhode Island,school,
Rhode Island,Gary Casabona,Natural Resources Conservation Service NRCS,federal,
Rhode Island,Paul Jordan,Rhode Island Department of Environmental Management,state,
Rhode Island,Hope Leeson,Rhode Island Natural History Survey,ngo-nongame,
Rhode Island,Andrew Maclachlan,US Fish and Wildlife Service USFWS,federal,
Rhode Island,Chris Modisette,Natural Resources Conservation Service NRCS,federal,
Rhode Island,Carol Murphy,Rhode Island Department of Environmental Management,state,
Rhode Island,Kevin Ruddock,The Nature Conservancy,ngo-nongame,
Rhode Island,Scott Ruhren,Audubon Society,ngo-nongame,
Rhode Island,Bruce Payton,Rhode Island Department of Environmental Management,state,
Rhode Island,John Berg,The Nature Conservancy,ngo-nongame,
Rhode Island,David Borkman,University of Rhode Island,school,
Rhode Island,Jessica Cressman,Napatree Conservancy,ngo-nongame,
Rhode Island,Hank Ellis,Rhode Island Department of Environmental Management,state,
Rhode Island,William Fortune,Rhode Island Forest Conservators Organization,ngo-consumptive,
Rhode Island,Rupert Friday,The Rhode Island Land Trust Council,ngo-nongame,
Rhode Island,Howie Ginsberg,US Geological Survey USGS,federal,
Rhode Island,Heather Hamilton,Wood Pawcatuck Watershed Association,ngo-nongame,
Rhode Island,Scott Hobson,Caputo and Wick LTD,business,
Rhode Island,Penny Howell,American Fisheries Society,ngo-consumptive,
Rhode Island,Keith Killinbeck,University of Rhode Island,school,
Rhode Island,Erin King,Rhode Island National Wildlife Refuge Complex,federal,
Rhode Island,Tom Kutcher,Save the Bay,ngo-nongame,
Rhode Island,Lim Less,Narragansett Chapter of Trout Unlimited,ngo-consumptive,
Rhode Island,Christopher Mason,Mason and Associates,business,
Rhode Island,Cami McCandless,National Oceanic and Atmospheric Administration NOAA,federal,
Rhode Island,Rick McKinney,Environmental Protection Agency,federal,
Rhode Island,Leland Mello,Natural Resources Conservation Service NRCS,federal,
Rhode Island,Lou Perotti,Roger Williams Park Zoo,ngo-nongame,
Rhode Island,Susan Adamowicz,US Fish and Wildlife Service USFWS,federal,
Rhode Island,Sheldon Pratt,University of Rhode Island,school,
Rhode Island,Evan Preisser,University of Rhode Island,school,
Rhode Island,Dave Reis,Coastal Resources Management Council,state,
Rhode Island,Malia Schwartz,University of Rhode Island,school,
Rhode Island,Shawna Smith,Rhode Island Department of Environmental Management,state,
Rhode Island,Charlotte Sornberger,Audubon Society of Rhode Island,ngo-nongame,
Rhode Island,Caleb Speigel,US Fish and Wildlife Service USFWS,federal,
Rhode Island,Linda Steere,Applied Bio-Systems,business,
Rhode Island,Terry Sullivan,The Nature Conservancy,ngo-nongame,
Rhode Island,Jim Tappero,Rhode Island Ducks Unlimited,ngo-consumptive,
Rhode Island,Steven Tyrrell,Rhode Island Department of Environmental Management,state,
Rhode Island,Niels Viggo Hobbs,University of Rhode Island,school,
Rhode Island,Bruce Ahern,Rhode Island Department of Environmental Management,state,
Rhode Island,Steven Alm,University of Rhode Island,school,
Rhode Island,Amanda Babson,National Park Service,federal,
Rhode Island,Robert Ballou,Rhode Island Marine Fisheries Council,state,
Rhode Island,Chaplin Barnes,Napatree Conservancy,ngo-nongame,
Rhode Island,Richard Bellavance,Rhode Island Marine Fisheries Council,state,
Rhode Island,Mark Bertness,Brown University,school,
Rhode Island,Richard Blodgett,Providence Water,utility,
Rhode Island,Frank Blount,New England Fishery Management Council,federal,
Rhode Island,Dori Boardman,Rhode Island Association of Wetland Scientists,ngo-nongame,
Rhode Island,Kenneth Booth,Rhode Island Marine Fisheries Council,state,
Rhode Island,Mike Bradley,University of Rhode Island,school,
Rhode Island,William Brumback,New England Plant Conservation Program,ngo-nongame,
Rhode Island,Richard Casagrande,University of Rhode Island,school,
Rhode Island,Jeremy Collie,University of Rhode Island,school,
Rhode Island,Kevin Cute,Coastal Resources Management Council,state,
Rhode Island,Chris Deacutis,Narragansett Bay Estuary Program,ngo-nongame,
Rhode Island,Marisa Desautel,Rhode Island Department of Environmental Management,state,
Rhode Island,Paul Dolan,Rhode Island Resource Conservation and Development Area council,ngo-nongame,
Rhode Island,Curtis Fisher,National Wildlife Federation,ngo-nongame,
Rhode Island,Kim Gaffett,Block Island Bird Banding Station,ngo-nongame,
Rhode Island,Mark Gibson,Rhode Island Department of Environmental Management,state,
Rhode Island,Art Gold,University of Rhode Island,school,
Rhode Island,Jeff Grant,Rhode Island Marine Fisheries Council,state,
Rhode Island,Nick Grasso,Pheasants Forever,ngo-consumptive,
Rhode Island,Eric Hall,Rhode Island College,school,
Rhode Island,Ray Hartenshire,Rhode Island College,school,
Rhode Island,Mitch Hartley,US Fish and Wildlife Service USFWS,federal,
Rhode Island,Richard Hittinger,Rhode Island Marine Fisheries Council,state,
Rhode Island,Johanna Hunter,American Heritage Rivers,ngo-nongame,
Rhode Island,Donald Jackson,Brown University,school,
Rhode Island,Donald Kaczmarczyk,Johnson and Wales University,school,
Rhode Island,Mike Kieron,Roger Williams Park Museum of Natural History,ngo-nongame,
Rhode Island,Jason Kolbe,University of Rhode Island,school,
Rhode Island,Dan Kowal,Rhode Island Department of Environmental Management,state,
Rhode Island,James Lazell,The Conservation Agency,ngo-nongame,
Rhode Island,Dale Leavitt,Roger Williams University,school,
Rhode Island,Roger LeBrun,University of Rhode Island,school,
Rhode Island,Stacey Leicht Young,University of Rhode Island,school,
Rhode Island,William Mackingtosh,Rhode Island Marine Fisheries Council,state,
Rhode Island,David McCurdy,"Atlantic States-Rural Waters Association, Rose Island Lighthouse Foundation",ngo-nongame,
Rhode Island,Numi Mitchell,The Conservation Agency,ngo-nongame,
Rhode Island,David Monti,Rhode Island Marine Fisheries Council,state,
Rhode Island,Lisa Natanson,National Oceanic and Atmospheric Administration NOAA,federal,
Rhode Island,Ronald Poltak,New England Interstate Water Pollution Control Commission,state,
Rhode Island,Harold Pomeroy,Roger Williams University,school,
Rhode Island,Denise Poyer,Wood Pawcatuck Watershed Association,ngo-nongame,
Rhode Island,Dave Preble,New England Fishery Management Council,federal,
Rhode Island,Ken Raposa,Narragansett Bay National Estuarine Research Reserve,federal,
Rhode Island,Charles Roman,National Park Service,federal,
Rhode Island,Janice Sassi,Napatree Conservancy,ngo-nongame,
Rhode Island,Milt Schumacher,Rhode Island Tree Farm,ngo-consumptive,
Rhode Island,Tim Scott,Roger Williams University,school,
Rhode Island,Grant Simmons,Napatree Conservancy,ngo-nongame,
Rhode Island,Rhonda Smith,Rhode Island National Wildlife Refuge Complex,federal,
Rhode Island,Dinalyn Spears,Narragansett Indian Tribe,indigenous,
Rhode Island,Bob Stankelis,National Oceanic and Atmospheric Administration NOAA,federal,
Rhode Island,Sara Stevens,National Park Service,federal,
Rhode Island,Judith Swift,University of Rhode Island,school,
Rhode Island,Larry Taft,Audubon Society of Rhode Island,ngo-nongame,
Rhode Island,Dave Taylor,Roger Williams University,school,
Rhode Island,Carol Thornber,University of Rhode Island,school,
Rhode Island,Elise Torello,Salt Ponds Coalition,ngo-nongame,
Rhode Island,Marc Tremblay,Land Management Services,business,
Rhode Island,David Wagner,University of Connecticut,school,
Rhode Island,Paul Webb,Roger Williams University,school,
Rhode Island,Robin Webber,Narragansett Bay Research Reserve,federal,
Rhode Island,Paul Pezio-Brook,Brook Trout Forever,ngo-consumptive,
Rhode Island,Shane White,Rhode Island Geographic Information System,state,
Rhode Island,Cheryl Wiitala,The Nature Conservancy,ngo-nongame,
South Carolina,Craig Allen,South Carolina Cooperative Fish and Wildlife Research Unit,partnership,
South Carolina,Buddy Baker,South Carolina Department of Natural Resources,state,
South Carolina,Judy Barnes,South Carolina Department of Natural Resources,state,
South Carolina,Mary Bunch,South Carolina Department of Natural Resources,state,
South Carolina,Jay Butfiloski,South Carolina Department of Natural Resources,state,
South Carolina,Julia Byrd,South Carolina Department of Natural Resources,state,
South Carolina,John Cely,South Carolina Department of Natural Resources,state,
South Carolina,Mary Clark,North Carolina Museum of Natural Sciences,ngo-nongame,
South Carolina,David Cupka,South Carolina Department of Natural Resources,state,
South Carolina,Rickie Davis,Clemson University,school,
South Carolina,Steve Fields,Culture and Heritage Museums,ngo-nongame,
South Carolina,Mark Ford,US Forest Service USFS,federal,
South Carolina,Wendy Hood,Coastal Carolina University,school,
South Carolina,Susan Loeb,US Forest Service USFS,federal,
South Carolina,David Leput,Clemson University,school,
South Carolina,Rudy Mancke,University of South Carolina,school,
South Carolina,Alex Menzel,US Fish and Wildlife Service USFWS,federal,
South Carolina,Stanlee Miller,Clemson University,school,
South Carolina,Wayne McFee,National Oceanic and Atmospheric Administration NOAA,federal,
South Carolina,Chris McGrath,North Carolina Wildlife Resources Commission,state,
South Carolina,Sally Murphy,South Carolina Department of Natural Resources,state,
South Carolina,Jim Ozier,Georgia Department of Natural Resources GADNR,state,
South Carolina,Steve Platt,Wildlife Conservation Society,ngo-nongame,
South Carolina,Toni Piaggio,University of Colorado,school,
South Carolina,Travis Perry,Furman University,school,
South Carolina,Edward Pivorun,Clemson University,school,
South Carolina,Doug Rayner,Wofford College,school,
South Carolina,Perry Shatley,US Forest Service USFS,federal,
South Carolina,James Sorrow,South Carolina Department of Natural Resources,state,
South Carolina,High Skip Still,South Carolina Department of Natural Resources,state,
South Carolina,Johnny Stowe,South Carolina Department of Natural Resources,state,
South Carolina,Heather Thomas,Auburn University,school,
South Carolina,William Webster,University of North Carolina,school,
South Carolina,Elizabeth Ciuzio,Kentucky Department of Natural Resources,state,
South Carolina,Nathan Dias,Cape Romain Bird Observatory,federal,
South Carolina,Billy Dukes,South Carolina Department of Natural Resources,state,
South Carolina,Dennis Forsythe,The Citadel,school,
South Carolina,John Gerwin,North Carolina Museum of Natural Sciences,ngo-nongame,
South Carolina,Lex Glover,South Carolina Department of Natural Resources,state,
South Carolina,Paige Grooms Koon,South Carolina Department of Natural Resources,state,
South Carolina,Christy Hand,South Carolina Department of Natural Resources,state,
South Carolina,Chris Hill,Coastal Carolina University,school,
South Carolina,Anna Huckabee Smith,South Carolina Department of Natural Resources,state,
South Carolina,Chuck Hunter,US Fish and Wildlife Service USFWS,federal,
South Carolina,John Kilgo,US Forest Service USFS,federal,
South Carolina,Drew Lanham,Clemson University,school,
South Carolina,Steve Lohr,US Forest Service USFS,federal,
South Carolina,Mary Catherine Martin,South Carolina Department of Natural Resources,state,
South Carolina,Ken Meyers,Avian Research and conservation Institute,ngo-nongame,
South Carolina,Larurel Moore-Barnhill,South Carolina Department of Natural Resources,state,
South Carolina,Tom Murphy,South Carolina Department of Natural Resources,state,
South Carolina,Bob Perry,South Carolina Department of Natural Resources,state,
South Carolina,Jamie Rader,South Carolina Department of Natural Resources,state,
South Carolina,Jamie Rotenberg,University of North Carolina,school,
South Carolina,Felicia Sanders,South Carolina Department of Natural Resources,state,
South Carolina,Nick Wallover,South Carolina Department of Natural Resources,state,
South Carolina,Craig Watson,US Fish and Wildlife Service USFWS,federal,
South Carolina,Tim Jones,US Fish and Wildlife Service USFWS,federal,
South Carolina,Dean Harrigal,South Carolina Department of Natural Resources,state,
South Carolina,CL Abercrombie,Wofford College,school,
South Carolina,Ken Alfieri,Alligator Adventure,business,
South Carolina,Kimberly Andrews,Savannah River Ecology Laboratory,school,
South Carolina,Rob Baldwin,Clemson University,school,
South Carolina,Dave Beamer,Nash Community College,school,
South Carolina,Jeff Beane,North Carolina Museum of Natural History,ngo-nongame,
South Carolina,Steve Bennett,South Carolina Department of Natural Resources,state,
South Carolina,Eric Billings,Charleston Turtle and Tortoise Society,ngo-nongame,
South Carolina,Denise Billings,Charleston Turtle and Tortoise Society,ngo-nongame,
South Carolina,Rick Blob,Clemson University,school,
South Carolina,Alvin Braswell,North Carolina Museum of Natural History,ngo-nongame,
South Carolina,Kurt Buhlmann,Savannah River Ecology Laboratory,school,
South Carolina,Carlos Camp,Piedmont College,school,
South Carolina,Jeffrey Camper,Francis Marion University,school,
South Carolina,Joshua Castleberry,University of South Carolina,school,
South Carolina,Heyward Clamp,Edisto Island Serpentarium,business,
South Carolina,Mark Danaher,US Forest Service USFS,federal,
South Carolina,Mike Dorcas,Davidson College,school,
South Carolina,Mary Lang Edwards,Erskine College,school,
South Carolina,Eric Fann,South Carolina Aquarium,ngo-nongame,
South Carolina,John Fauth,Central Florida University,school,
South Carolina,Roark Ferguson,Roark's Reptile Safari,business,
South Carolina,Barbara Foster,Greenville Zoo,ngo-nongame,
South Carolina,JW Gibbons,Savannah River Ecology Laboratory,school,
South Carolina,Julian Harrison,College of Charleston,school,
South Carolina,Hugh Hanlin,University of South Carolina,school,
South Carolina,Joey Holmes,Consultant,independent,
South Carolina,Deborah Hutchinson,Coastal Carolina University,school,
South Carolina,Jeff Humphries,North Carolina Wildlife Resources Commission,state,
South Carolina,Austin Jenkins,University of South Carolina,school,
South Carolina,John Jenson,Georgia Department of Natural Resources GADNR,state,
South Carolina,Wade Kalinowsky,South Carolina Department of Natural Resources,state,
South Carolina,Eran Kilpatrick,University of South Carolina,school,
South Carolina,Peter King,Francis Marion University,school,
South Carolina,Sally Krebs,University of South Carolina,school,
South Carolina,Mike Martin,University of South Carolina,school,
South Carolina,Kevin Messinger,North Carolina State University,school,
South Carolina,Brian Metts,Savannah River Ecology Laboratory,school,
South Carolina,Judy Greene,Savannah River Ecology Laboratory,school,
South Carolina,Tony Mills,Spring Island Trust,ngo-nongame,
South Carolina,Richard Montanucci,Clemson University,school,
South Carolina,Jeff Mohr,Macon State College,school,
South Carolina,Zach Orr,Randolf Rattlesnake Refuge and Research Center,business,
South Carolina,Edwin Ott,South Carolina Department of Natural Resources,state,
South Carolina,Gene Ott,South Carolina Amphibians and Reptiles Webmaster,state,
South Carolina,Scott Pfaff,Riverbanks Zoo,ngo-nongame,
South Carolina,Melissa Pilgrim,University of South Carolina,school,
South Carolina,Corey Roelke,University of South Carolina,school,
South Carolina,David Scott,Savannah River Ecology Laboratory,school,
South Carolina,Sam Seashole,Alligator Adventure,business,
South Carolina,Chuck Smith,Wofford College,school,
South Carolina,Keith Taylor,Consultant,independent,
South Carolina,Tracey Tuberville,Savannah River Ecology Laboratory,school,
South Carolina,Austin Trousdale,Lander College,school,
South Carolina,Jayme Waldron,University of South Carolina,school,
South Carolina,Allison Welch,College of Charleston,school,
South Carolina,John Willson,Savannah River Ecology Laboratory,school,
South Carolina,Chris Winne,Savannah River Ecology Laboratory,school,
South Carolina,Ron Ahle,South Carolina Department of Natural Resources,state,
South Carolina,Tanya Darden,South Carolina Department of Natural Resources,state,
South Carolina,Jeff Foltz,Furman University,school,
South Carolina,Kevin Kubach,South Carolina Department of Natural Resources,state,
South Carolina,Cathy Marion,South Carolina Department of Natural Resources,state,
South Carolina,Joe Quattro,University of South Carolina,school,
South Carolina,Fritz Rohde,North Carolina Division of Marine Fisheries,state,
South Carolina,Mark Scott,South Carolina Department of Natural Resources,state,
South Carolina,Dustin Smith,North American Native Fishes Association,ngo-nongame,
South Carolina,Wayne Starnes,North Carolina Museum of Natural Sciences,ngo-nongame,
